X_0,X_9,X_1,X_6,X_2,X_3,X_4,X_7,X_8,X_11,X_5,X_10
1.2359765465384935,1.2443154208800884,-1.4907010736709567,-0.6506914869927962,-1.321525166428843,-2.038625048989381,-2.421697583782802,1.3718689870440015,1.654604901133077,-1.7492566334603514,-1.7767429746074572,-1.2718267540614088
-0.38950591684888153,1.408973777498236,-0.43498113717429093,-0.8531446600166076,-1.3977927563990558,-0.4845048305191995,-0.6524910114973665,2.158321815007332,-0.27300224354879177,0.8546441748946636,-3.4681395886284037,0.3307519182755034
0.5186720953445748,1.272257800402967,-0.5611353871407251,-0.9737120476933978,-0.9085570769658866,-2.9618159850683705,-0.8155636283017944,-0.05740608765676669,0.555206014223848,-1.9918014238190738,-2.0572765613113173,0.3716110378051646
2.1012385759363084,1.5992066743413331,-0.34667346147507533,-0.6236278287881684,-1.4850225897311249,3.197989735198441,-0.8646810323962282,1.7229730881347625,3.0838255295553045,1.4864246066386293,-1.3854773535586193,-3.909379150507669
0.9784286769190518,1.3806494018593216,-0.7303401321851126,-0.8344501026111814,-0.9949692755980284,-0.2812024649427579,-1.6084070367804775,1.3524389006884214,1.7062446868781382,-1.2323390506412326,-3.257602580215022,-1.6793850818982003
-0.23076145624155125,1.4703223248310702,-0.20051517127551155,-1.1102649169146197,-1.491512491237032,-0.5192373747462036,-0.20435366079911416,1.1229410072756243,3.2854913779200654,-1.2966980246510076,-3.000841435038818,-6.241421482770601
-0.8294112615293485,1.4449142355098477,-2.877650587538167,-0.9906144853698376,-1.331433477458556,-1.3747395185012385,-3.9067470869589416,2.2159768890002924,0.48632085281367,-3.8192345649916306,-1.500323859392598,-0.2248646346633617
0.5874465368141712,1.4754070912663444,1.1971693618288783,-0.8966700480726103,-1.352188425946864,-1.2352452704694739,1.484874873415551,0.10701310055628244,0.8141900734441346,3.8804862339086164,-3.259545037576361,1.2351830257862266
0.6467061543009893,1.4178460537802158,-1.3534524544578543,-1.1390891084762116,-1.4115748989380976,-3.2943279026661,-2.1401052489143937,1.463719636775027,1.0945768720661486,-4.5268580652829975,-2.202361221812682,-2.8499047892111946
0.3435507872059212,1.5127302300925278,-2.62127215630194,-0.7408996459659832,-1.5479394894978042,1.076036480850103,-4.196774848045996,2.0654241985405375,1.7690859691327139,-3.6190341608403496,-2.2233423864436,-2.945037675327997
-1.2465205821649883,1.5772976276937263,-0.3823184820943584,-0.587650016165852,-1.4125295895252947,-0.5342375260078047,-0.9005448586661088,-0.4247916646256753,1.1702783985062848,0.7347651875561457,-0.6438872889615366,-2.0187353846180094
