X_0,X_1,X_2,X_3,X_4
2.8166450210581777,3.127111396574179,3.895687629223845,1.3656234513738195,3.0496678305190876
0.5859429360684603,0.23637444609106206,-0.6957841931633537,-1.4572601882335559,4.869568276127635
1.433539966979299,0.4349818516147783,1.4351478350537403,-0.19517764735021859,2.277008998248212
0.2473456400132037,0.158061346122709,1.9720038446861503,1.235917126917207,-1.9458884895157365
-2.821491999059494,-2.2214253820826255,0.9197538009288891,1.9735452783731504,-6.18146459476685
-0.47890224049255553,0.036640787212651627,2.7251752002655563,1.8784115606008538,-2.5556173195187712
1.4532897963369784,2.05745312037702,1.8684352959666355,0.576426975227562,0.2928186808226534
0.23102516714955215,0.9769782531662012,-0.10278971381805047,-0.5929472073353562,0.45340327417357973
1.655643198521076,1.8298657498043864,0.0783811042708753,-1.221670290676978,2.517500650740622
-0.4885714978636924,0.7623081146070417,1.8290217864390406,1.555516657210791,-2.7627094406985684
0.7244240820232715,0.9506662377538514,1.6642159352170742,0.7337979541387092,3.0436615884296376
-0.8033696235753369,0.5257271159022634,1.0571337941270005,0.804529812893509,-2.852074333269464
0.12892346139016947,0.21839804158593312,2.0576602339837433,1.231265486586062,-1.8986958111652932
-1.5640391203121313,-1.7433624184983851,-0.15529302470187012,-0.03043585160868864,-0.4597415702957639
0.46204166370586996,0.433466403129112,1.0120875528594202,0.13028668301592883,2.602671532474751
-1.34157006962756,-0.3417666975257841,2.516101392971549,2.454751535939974,-3.0647532699896107
-0.1701622074682475,0.5662650942740349,2.3684780491971944,1.7088291824761241,-0.0075903389970604085
0.35728846241866385,0.32246549757855236,2.5583276122032177,1.4764187449101727,-3.1649072106544365
-0.47130541834162537,-0.4071015846457626,2.7079003026764132,2.1485891994456985,-0.2601080132570559
-0.03240873854041115,0.5332311965254692,-0.004345354322067063,-0.37869360022283083,1.2254578570972101
1.6155480270262692,1.5822199551019018,3.5349409440790236,1.7103842858103664,1.7139338494177314
